trinity_mixed 	description	logFC	logCPM	PValue	FDR	uniprot_id	organism	evalue	Name	length	Domains	Protein Families							
comp45955_c0_seq1	Uncharacterized protein	9.663961657	1.024867519	0.001390925	0.078142779	L1IM14	Guillardia theta CCMP2712	3.02084E-07	NaN	104	-	-							
comp42194_c0_seq1	Translationally-controlled tumor protein homolog	9.671729446	1.824330003	0.000106273	0.014745883	Q7RYV5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	1.05226E-55	NaN	170	-	TCTP family							
comp42342_c0_seq1	Carbonic anhydrase 1	9.676213736	6.609412915	1.34627E-05	0.003371831	P20507	Chlamydomonas reinhardtii	4.4816E-09	NaN	377	-	Alpha-carbonic anhydrase family							
comp20000_c0_seq1	"UPF0603 protein At1g54780, chloroplastic"	9.679455636	1.503329602	9.43849E-05	0.013562384	Q9ZVL6	Arabidopsis thaliana	2.17185E-50	NaN	285		UPF0603 family							
comp42140_c0_seq1	LYR motif-containing protein 4	9.709953157	1.878110884	0.000135575	0.017516095	B5FZA8	Taeniopygia guttata	1.41911E-17	NaN	89	-	Complex I LYR family							
comp14515_c0_seq1	Putative uncharacterized protein	9.724963515	1.295699063	0.000265489	0.027615783	B3RVE9	Trichoplax adhaerens	6.52931E-14	NaN	312	-	-							
comp6254_c0_seq3	"Chlorophyll a-b binding protein of LHCII type I, chloroplastic"	9.739819306	1.7386819	4.03196E-05	0.007461052	P27517	Dunaliella tertiolecta	1.17569E-07	NaN	253	-	Light-harvesting chlorophyll a/b-binding (LHC) protein family							
comp46779_c0_seq1	Putative uncharacterized protein	9.739819306	1.172936317	0.000574835	0.046350735	D8TS51	Volvox carteri	5.04332E-26	NaN	259	-	-							
comp44972_c0_seq1	Uncharacterized protein YuxK	9.754523682	1.278629767	0.000303451	0.029963585	P40761	Bacillus subtilis (strain 168)	6.12279E-14	NaN	137	-	DCC thiol-disulfide oxidoreductase family							
comp43694_c0_seq1	60S ribosomal protein L28	9.790642003	1.959758571	0.000100885	0.014222886	Q3T0L7	Bos taurus	1.27073E-09	NaN	137	-	Ribosomal protein L28e family							
comp20191_c0_seq1	Protein translation factor SUI1 homolog	9.790642003	1.644029251	4.50878E-05	0.008022812	P56330	Zea mays	1.59572E-14	NaN	115	-	SUI1 family							
comp15865_c0_seq1	"Superoxide dismutase [Fe], chloroplastic (Fragment)"	9.797758413	1.360962767	0.00019468	0.022436741	P22302	Nicotiana plumbaginifolia	1.20183E-88	NaN	202	-	Iron/manganese superoxide dismutase family							
comp38004_c0_seq1	"Photosystem II repair protein PSB27-H1, chloroplastic"	9.804839892	1.405903904	0.000147997	0.018637599	Q9LR64	Arabidopsis thaliana	2.06793E-28	NaN	174	-	Psb27 family							
comp15412_c0_seq1	"Iron-sulfur cluster assembly 2 homolog, mitochondrial"	9.811886782	1.392271606	0.000162902	0.019797423	Q5R788	Pongo abelii	2.30307E-31	NaN	154	-	HesB/IscA family							
comp39752_c0_seq1	Uncharacterized protein	9.818899418	1.93038119	3.2211E-05	0.006306051	G9MWK8	Hypocrea virens (strain	1.08274E-40	NaN	155	-	-							
comp14694_c1_seq1	Glutaredoxin	9.839735094	1.890427877	2.24655E-05	0.004865578	P55143	Ricinus communis	2.29492E-22	NaN	102	Glutaredoxin domain (1)	"Glutaredoxin family, CPYC subfamily"							
comp46195_c0_seq1	Cytochrome b5	9.846613983	1.411203872	0.000149187	0.018682526	P49098	Nicotiana tabacum	8.88031E-25	NaN	136	Cytochrome b5 heme-binding domain (1)	Cytochrome b5 family							
comp42527_c0_seq1	Profilin-A	9.867056016	2.040414178	9.16671E-05	0.013386376	P22271	Physarum polycephalum	2.13507E-14	NaN	125	-	Profilin family							
comp12625_c0_seq1	Protein translation factor SUI1 homolog	9.887212441	1.435486796	0.000132654	0.01718828	O48650	Salix bakko	1.00227E-17	NaN	113		SUI1 family							
comp44625_c0_seq1	Translationally-controlled tumor protein homolog	9.893869151	2.054349535	4.61475E-05	0.008177406	P0CR82	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565)	1.1323E-36	NaN	167	-	TCTP family							
comp47218_c0_seq1	Uncharacterized protein	9.907091129	1.325322954	0.000303364	0.029963585	M4CS76	Brassica rapa subsp. pekinensis	1.15828E-21	NaN	409	-	-							
comp36280_c0_seq1	"SufE-like protein, chloroplastic"	9.933177017	1.318752083	0.00035891	0.033383132	Q84W65	Arabidopsis thaliana	1.6388E-65	NaN	371	-	SufE family							
comp6467_c0_seq2	Putative uncharacterized protein	9.958799601	1.574981601	5.61722E-05	0.00960216	C3ZIE1	Branchiostoma floridae	6.6447E-10	NaN	519	-	-							
comp39610_c0_seq1	UPF0587 protein GA18326	9.97144224	1.639449247	3.9294E-05	0.007340112	Q290L7	Drosophila pseudoobscura pseudoobscura	6.93831E-17	NaN	163	-	UPF0587 family							
comp19303_c0_seq1	Uncharacterized protein	10.08050096	2.238380685	1.73147E-05	0.003960482	I0Z8G0	Coccomyxa subellipsoidea C-169	6.84974E-10	NaN	389	-	-							
comp44913_c0_seq1	Protein-S-isoprenylcysteine O-methyltransferase B	10.09212495	2.267385014	4.03647E-05	0.007461052	Q93W54	Arabidopsis thaliana	2.00495E-09	NaN	197	-	"Class VI-like SAM-binding methyltransferase superfamily, Isoprenylcysteine carboxyl methyltransferase family"							
comp6324_c1_seq1	"Glutaredoxin-2, mitochondrial"	10.10938721	1.437573059	0.000325522	0.031317215	Q5RC53	Pongo abelii	8.57185E-08	NaN	161	Glutaredoxin domain (1)	Glutaredoxin family							
comp8167_c0_seq1	40S ribosomal protein S29	10.14888028	1.67777041	3.51314E-05	0.00678885	Q7XYB0	Griffithsia japonica	1.87204E-16	NaN	56		Ribosomal protein S14P family							
comp7634_c0_seq1	"50S ribosomal protein L29, chloroplastic"	10.17097165	1.696534261	3.20037E-05	0.006306051	Q9SWI6	Zea mays	8.23629E-12	NaN	161		Ribosomal protein L29P family							
comp23783_c0_seq1	Glutathione S-transferase	10.25092621	2.044784346	3.268E-06	0.00118154	B1N8I2	Chondrus crispus	1.01132E-09	NaN	210	-	GST superfamily							
comp38331_c0_seq1	Enhancer of rudimentary homolog	10.28170724	1.683727121	5.25619E-05	0.009098288	Q96319	Arabidopsis thaliana	4.77122E-25	NaN	109	-	E(R) family							
comp46929_c0_seq1	10 kDa chaperonin	10.32668138	1.713708009	4.85748E-05	0.008573635	Q96539	Brassica napus	2.57419E-12	NaN	98		GroES chaperonin family							
comp14728_c0_seq1	Predicted protein	10.37029578	1.839352789	1.58612E-05	0.003722419	C1E4X4	Micromonas sp. (strain RCC299 /	2.5453E-06	NaN	102									
comp42932_c0_seq1	Cytochrome b-c1 complex subunit 9	10.64345556	2.782281227	8.2286E-07	0.000387524	O74433	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	1.14232E-07	NaN	67	-	UQCR10/QCR9 family							
comp20447_c0_seq1	"30S ribosomal protein S13, chloroplastic"	10.66696369	2.812269998	8.94119E-07	0.000409032	P42732	Arabidopsis thaliana	8.23358E-40	NaN	169	-	Ribosomal protein S13P family							
comp50140_c0_seq1	60S ribosomal protein L36	10.78982732	2.954289084	1.18007E-06	0.000518677	Q9HFR7	Trichoderma hamatum	5.22353E-06	NaN	105	-	Ribosomal protein L36e family							
comp37470_c0_seq1	60S acidic ribosomal protein P1	10.77908036	2.906664828	3.49529E-07	0.000210169	P52855	Zea mays	4.71185E-07	NaN	109	-	Ribosomal protein L12P family							
comp7493_c0_seq1	60S ribosomal protein L26 (Fragment)	11.07398457	3.211625528	1.23729E-07	9.90542E-05	P47832	Gallus gallus	2.36971E-11	NaN	128	-	Ribosomal protein L24P family							
comp7149_c0_seq1	Thioredoxin	11.15102598	3.191526669	1.53771E-08	2.08905E-05	O96952	Geodia cydonium	3.04636E-29	NaN	106	Thioredoxin domain (1)	Thioredoxin family							
comp41007_c0_seq1	Uncharacterized protein	11.59887143	3.660894945	2.6455E-09	5.39105E-06	M4G761	Magnaporthe poae (strain ATCC 64411 / 73-15)	2.7412E-37	NaN	123	-	-							
comp21803_c0_seq2	3-ketoacyl-CoA synthase 7	11.64891941	3.798147687	2.57543E-08	3.12058E-05	Q9C992	Arabidopsis thaliana	4.85966E-27	NaN	460	FAE (fatty acid elongase) domain (1)	Chalcone/stilbene synthases family							
comp42834_c0_seq1	Putative uncharacterized protein	13.14218753	5.328494611	7.15439E-08	6.82438E-05	B7P992	Ixodes scapularis	1.49407E-07	NaN	84	-	-							
comp15378_c0_seq1	"Ribulose bisphosphate carboxylase small chain 3, chloroplastic"	13.18420282	5.35123462	2.21657E-09	5.23017E-06	P16131	Acetabularia cliftonii	1.71458E-66	NaN	183	-	RuBisCO small chain family							
comp38418_c0_seq1	Copper transport protein ATX1	13.50106761	5.689505202	1.75671E-07	0.000133486	Q94BT9	Arabidopsis thaliana	7.64287E-23	NaN	106									
comp19163_c0_seq1	"ATP synthase subunit 9, mitochondrial"	14.29294913	6.481071627	2.4528E-08	3.12058E-05	P26855	Marchantia polymorpha	1.22408E-17	NaN	74	-	ATPase C chain family							
comp16268_c0_seq2	-	-11.79636375	3.78281161	1.17E-07	9.55E-05	-	-	-	NaN	-									
comp23790_c0_seq1	-	-11.61862983	3.47078377	1.06E-09	2.99E-06	-	-	-	NaN	-									
comp32135_c0_seq2	-	-11.39828269	3.355335114	3.77E-08	4.02E-05	-	-	-	NaN	-									
comp29121_c0_seq6	-	-10.60210635	2.0088529	0.000119617	0.015902675	-	-	-	NaN	-									
comp9826_c0_seq1	-	-10.42029072	2.402236809	9.37E-06	0.002608552	-	-	-	NaN	-									
comp12060_c0_seq1	-	-10.23882514	1.782801299	2.14E-05	0.004729269	-	-	-	NaN	-									
comp14649_c0_seq1	-	-10.09571687	2.085856166	8.19E-05	0.012491109	-	-	-	NaN	-									
comp24602_c0_seq1	-	-9.847429877	1.838577451	0.000267902	0.027674133	-	-	-	NaN	-									
comp7399_c0_seq1	-	-9.818315491	1.501130308	8.80E-05	0.013056369	-	-	-	NaN	-									
comp29579_c1_seq1	-	-9.623376001	1.468996412	0.000142865	0.018299737	-	-	-	NaN	-									
comp7512_c0_seq1	-	-9.266128006	1.23760597	0.001019555	0.065112089	-	-	-	NaN	-									
comp25569_c0_seq1	-	-9.204454316	1.150191263	0.001023779	0.065288868	-	-	-	NaN	-									
comp20287_c0_seq1	-	-8.368548802	3.619365277	5.52E-07	0.000284228	-	-	-	NaN	-									
comp42442_c0_seq1	-	-8.087713344	2.782182166	0.000154328	0.019135894	-	-	-	NaN	-									
comp34495_c1_seq1	-	-7.933769112	3.150953164	4.23E-07	0.00024307	-	-	-	NaN	-									
comp47412_c0_seq1	-	-7.392252336	3.217715809	0.000323085	0.031149603	-	-	-	NaN	-									
comp29507_c0_seq2	-	-6.035899849	7.95576401	0.000146432	0.018544754	-	-	-	NaN	-									
comp31624_c1_seq1	-	-5.683871741	2.835400397	0.000173082	0.020637322	-	-	-	NaN	-									
comp12323_c0_seq1	-	-5.593052056	2.114666255	0.001093735	0.067676183	-	-	-	NaN	-									
comp29415_c0_seq1	-	-5.490894975	10.30343867	0.000668734	0.050472528	-	-	-	NaN	-									
comp25456_c0_seq1	-	-5.210120618	1.704988983	0.002130665	0.09981396	-	-	-	NaN	-									
comp19157_c0_seq1	-	-4.473763189	3.441440565	0.001095934	0.067676183	-	-	-	NaN	-									
comp24406_c0_seq1	-	3.194449551	4.406771491	0.001471347	0.081023977	-	-	-	NaN	-									
comp24254_c0_seq1	-	3.200573403	3.516079146	0.001521013	0.082454709	-	-	-	NaN	-									
comp21155_c1_seq1	-	3.309547445	3.486352092	0.00148543	0.081095691	-	-	-	NaN	-									
comp16295_c0_seq1	-	3.362120709	4.412784618	0.001934295	0.095085859	-	-	-	NaN	-									
comp22368_c0_seq1	-	3.447246436	4.010654741	0.001588523	0.084379924	-	-	-	NaN	-									
comp7898_c0_seq1	-	3.448325231	4.066981298	0.001281456	0.075196655	-	-	-	NaN	-									
comp5995_c0_seq1	-	3.562136914	2.692413613	0.002059094	0.09825164	-	-	-	NaN	-									
comp11198_c0_seq1	-	3.600801072	3.284902768	0.00162734	0.085429635	-	-	-	NaN	-									
comp23519_c0_seq1	-	3.623820312	3.401663632	0.001797374	0.090641001	-	-	-	NaN	-									
comp24267_c0_seq1	-	3.635687333	3.404607625	0.001317436	0.07553415	-	-	-	NaN	-									
comp30027_c0_seq1	-	3.697174056	5.987254298	0.001659289	0.086499127	-	-	-	NaN	-									
comp21452_c0_seq1	-	3.727544638	3.062875864	0.001179345	0.071136781	-	-	-	NaN	-									
comp19035_c0_seq1	-	3.756852768	3.457012892	0.001090849	0.067641679	-	-	-	NaN	-									
comp7279_c0_seq1	-	3.760746124	3.027921796	0.002042013	0.097731287	-	-	-	NaN	-									
comp14697_c0_seq1	-	3.802760901	5.208731512	0.000927804	0.061990056	-	-	-	NaN	-									
comp19449_c0_seq1	-	3.814145525	4.147871469	0.00129561	0.075381057	-	-	-	NaN	-									
comp9340_c0_seq1	-	3.817092339	3.597577336	0.000822362	0.057787012	-	-	-	NaN	-									
comp28056_c0_seq1	-	3.820990175	4.092990498	0.000591847	0.047129121	-	-	-	NaN	-									
comp7984_c0_seq1	-	3.830883252	6.034997617	0.001620291	0.085259245	-	-	-	NaN	-									
comp41911_c0_seq1	-	3.859649166	4.76243318	0.000565726	0.045698392	-	-	-	NaN	-									
comp23885_c0_seq1	-	3.873193652	5.712502327	0.000427887	0.038137205	-	-	-	NaN	-									
comp36666_c0_seq1	-	3.899819174	3.069085189	0.00207239	0.098481871	-	-	-	NaN	-									
comp14013_c1_seq1	-	3.909155556	3.804199532	0.001284353	0.075249761	-	-	-	NaN	-									
comp9794_c0_seq1	-	3.915451896	2.628866736	0.002042608	0.097731287	-	-	-	NaN	-									
comp35141_c0_seq2	-	3.920077963	3.73275485	0.0003041	0.029963585	-	-	-	NaN	-									
comp7741_c0_seq1	-	3.944097077	2.627915969	0.001850402	0.092482961	-	-	-	NaN	-									
comp31381_c0_seq1	-	3.944467118	2.684454529	0.001547639	0.083393944	-	-	-	NaN	-									
comp11789_c0_seq1	-	3.952078805	3.76143588	0.001514552	0.082403366	-	-	-	NaN	-									
comp41586_c0_seq1	-	3.959125024	3.605492477	0.001519639	0.082454709	-	-	-	NaN	-									
comp7718_c0_seq1	-	3.96110128	4.563422492	0.00075576	0.054211564	-	-	-	NaN	-									
comp29947_c0_seq2	-	3.971640204	2.459418992	0.000995231	0.06391851	-	-	-	NaN	-									
comp9223_c0_seq1	-	3.986553967	4.144064537	0.000746056	0.053990131	-	-	-	NaN	-									
comp22265_c0_seq1	-	3.998687189	2.175520783	0.001903549	0.093986664	-	-	-	NaN	-									
comp24902_c0_seq6	-	4.028119992	4.2658518	0.001134908	0.069508465	-	-	-	NaN	-									
comp18943_c0_seq1	-	4.032066847	3.759463397	0.000487826	0.041816877	-	-	-	NaN	-									
comp28547_c0_seq1	-	4.040263563	3.385691634	0.000849923	0.058711451	-	-	-	NaN	-									
comp37713_c0_seq1	-	4.051286017	4.998223666	0.00101199	0.064813631	-	-	-	NaN	-									
comp8630_c0_seq1	-	4.096541363	2.551755976	0.0017358	0.088531743	-	-	-	NaN	-									
comp14992_c0_seq1	-	4.101168464	3.073167248	0.001585671	0.084348566	-	-	-	NaN	-									
comp7242_c0_seq1	-	4.103516699	2.716340529	0.001533084	0.083008732	-	-	-	NaN	-									
comp7387_c0_seq1	-	4.104204091	4.023909312	0.001048897	0.066138073	-	-	-	NaN	-									
comp21879_c0_seq1	-	4.148612197	4.432593261	0.00035986	0.033402191	-	-	-	NaN	-									
comp14532_c0_seq1	-	4.176928872	3.688176123	0.000167814	0.020208734	-	-	-	NaN	-									
comp22290_c0_seq1	-	4.202585886	2.241189892	0.001172027	0.070814431	-	-	-	NaN	-									
comp21059_c0_seq1	-	4.204980165	2.612448825	0.00073304	0.053523881	-	-	-	NaN	-									
comp39487_c0_seq1	-	4.210974794	2.695552326	0.001574861	0.084052572	-	-	-	NaN	-									
comp32250_c0_seq1	-	4.216412666	2.126660099	0.00132802	0.075747828	-	-	-	NaN	-									
comp35700_c0_seq1	-	4.219405146	3.280568709	0.000180212	0.021152185	-	-	-	NaN	-									
comp28911_c0_seq2	-	4.221611015	2.400104942	0.001617372	0.08520567	-	-	-	NaN	-									
comp47365_c0_seq1	-	4.221807475	2.570279979	0.001480027	0.081095691	-	-	-	NaN	-									
comp16620_c0_seq1	-	4.23080559	4.915576808	0.000853387	0.058769676	-	-	-	NaN	-									
comp14107_c0_seq1	-	4.234091756	3.356351708	0.000102678	0.014430272	-	-	-	NaN	-									
comp7099_c0_seq1	-	4.236783745	2.744073658	0.002052581	0.098103742	-	-	-	NaN	-									
comp7336_c0_seq1	-	4.246142652	5.462207576	0.000418211	0.037423658	-	-	-	NaN	-									
comp19721_c0_seq1	-	4.247776557	2.838144074	0.001603561	0.084877041	-	-	-	NaN	-									
comp15100_c0_seq1	-	4.258319852	2.776247002	0.000847428	0.058711451	-	-	-	NaN	-									
comp16427_c0_seq1	-	4.284580916	2.707702407	0.001919121	0.094547268	-	-	-	NaN	-									
comp31103_c0_seq9	-	4.29909256	4.114081372	0.000204103	0.02310689	-	-	-	NaN	-									
comp26694_c0_seq1	-	4.306440647	2.473872423	0.001374316	0.077728545	-	-	-	NaN	-									
comp24591_c0_seq6	-	4.318095022	8.706226789	0.000120807	0.015976509	-	-	-	NaN	-									
comp9064_c0_seq1	-	4.318722225	2.671607284	0.001161527	0.070560393	-	-	-	NaN	-									
comp47491_c0_seq1	-	4.324946482	2.722961278	0.001160493	0.070560393	-	-	-	NaN	-									
comp36141_c0_seq1	-	4.32861799	2.798863581	0.000652074	0.049717288	-	-	-	NaN	-									
comp14512_c0_seq1	-	4.348371006	3.208256708	0.000625879	0.048666306	-	-	-	NaN	-									
comp25544_c0_seq1	-	4.352865067	4.237890878	0.002127403	0.099765392	-	-	-	NaN	-									
comp15157_c0_seq4	-	4.355537215	2.587265799	0.001753754	0.089192558	-	-	-	NaN	-									
comp45930_c0_seq1	-	4.356012199	3.36565202	0.000788957	0.055966044	-	-	-	NaN	-									
comp7293_c0_seq1	-	4.358381047	3.242378891	0.000437556	0.03877293	-	-	-	NaN	-									
comp20807_c0_seq1	-	4.363489403	2.839334998	0.001415682	0.079235794	-	-	-	NaN	-									
comp32341_c0_seq2	-	4.396425346	3.749913861	0.001254095	0.074075851	-	-	-	NaN	-									
comp5783_c0_seq1	-	4.416143605	4.498253614	0.000180724	0.021154577	-	-	-	NaN	-									
comp8134_c1_seq1	-	4.421919258	4.156141551	0.002010995	0.097151864	-	-	-	NaN	-									
comp31628_c0_seq4	-	4.457610611	2.471722347	0.002079998	0.098481871	-	-	-	NaN	-									
comp40947_c0_seq1	-	4.459177937	3.076460178	0.000523322	0.043527949	-	-	-	NaN	-									
comp20884_c0_seq1	-	4.49454025	2.311593192	0.000993751	0.06391851	-	-	-	NaN	-									
comp48101_c0_seq1	-	4.512068666	2.169176685	0.001704473	0.087898315	-	-	-	NaN	-									
comp14474_c0_seq1	-	4.527826702	3.676446209	0.000339276	0.032137982	-	-	-	NaN	-									
comp42836_c0_seq1	-	4.549037641	3.288388712	0.000991679	0.063877798	-	-	-	NaN	-									
comp34372_c0_seq1	-	4.571011729	8.623529826	0.000123296	0.01617761	-	-	-	NaN	-									
comp14783_c0_seq1	-	4.580585514	2.212059475	0.001334851	0.075944187	-	-	-	NaN	-									
comp12339_c0_seq1	-	4.58909693	3.32683928	0.00088719	0.060223462	-	-	-	NaN	-									
comp29569_c0_seq1	-	4.634535344	3.902999663	0.000344604	0.032388438	-	-	-	NaN	-									
comp22573_c0_seq2	-	4.636381046	2.315408382	0.000766992	0.054750781	-	-	-	NaN	-									
comp27840_c0_seq1	-	4.644728438	2.704496193	0.000385803	0.035012836	-	-	-	NaN	-									
comp22912_c0_seq1	-	4.648459428	2.351952191	0.0014249	0.079553078	-	-	-	NaN	-									
comp36037_c0_seq1	-	4.650758914	2.907605937	0.002001944	0.096869358	-	-	-	NaN	-									
comp42475_c0_seq1	-	4.66610823	2.584224046	0.000463958	0.040232412	-	-	-	NaN	-									
comp21294_c1_seq1	-	4.689065693	3.029178641	0.000230465	0.025017435	-	-	-	NaN	-									
comp22452_c0_seq1	-	4.697341998	2.394358931	0.000562695	0.045617946	-	-	-	NaN	-									
comp22934_c0_seq1	-	4.711167293	2.385597025	0.000648509	0.049571023	-	-	-	NaN	-									
comp41386_c0_seq1	-	4.715893233	2.119696704	0.001228396	0.073039072	-	-	-	NaN	-									
comp27756_c0_seq1	-	4.716324782	2.154985009	0.000836575	0.058305725	-	-	-	NaN	-									
comp5805_c0_seq1	-	4.725534263	2.550431527	0.001323959	0.075708866	-	-	-	NaN	-									
comp24417_c0_seq1	-	4.771134135	3.692386539	0.000153897	0.019135894	-	-	-	NaN	-									
comp9792_c0_seq1	-	4.794816564	2.987816443	0.00064279	0.049345173	-	-	-	NaN	-									
comp37125_c0_seq1	-	4.804378832	2.140380771	0.000938742	0.062351745	-	-	-	NaN	-									
comp12905_c0_seq1	-	4.8419816	2.234885123	0.001624926	0.085402905	-	-	-	NaN	-									
comp38843_c0_seq1	-	4.848890255	2.52694026	0.000985959	0.063692368	-	-	-	NaN	-									
comp6071_c0_seq1	-	4.865891852	2.08955353	0.000898988	0.060667069	-	-	-	NaN	-									
comp28842_c0_seq1	-	4.874711333	2.639338046	0.000243035	0.025747413	-	-	-	NaN	-									
comp47368_c0_seq1	-	4.915810959	2.101448419	0.001035576	0.065760527	-	-	-	NaN	-									
comp18223_c0_seq1	-	4.926556945	2.009580627	0.002064442	0.09825164	-	-	-	NaN	-									
comp14041_c0_seq1	-	4.930294251	1.994850438	0.000887931	0.060223462	-	-	-	NaN	-									
comp44322_c0_seq1	-	4.936173396	2.166498102	0.001209291	0.072479873	-	-	-	NaN	-									
comp6216_c0_seq1	-	4.989357104	1.820364921	0.001975435	0.096239265	-	-	-	NaN	-									
comp22847_c0_seq1	-	4.997454095	1.767276081	0.001313823	0.07553415	-	-	-	NaN	-									
comp21050_c0_seq1	-	5.009493724	2.065010716	0.001273353	0.074832626	-	-	-	NaN	-									
comp23198_c0_seq1	-	5.013211932	2.455655423	0.000204949	0.02314432	-	-	-	NaN	-									
comp37214_c0_seq1	-	5.035945062	1.882880702	0.001443197	0.080075988	-	-	-	NaN	-									
comp16454_c0_seq1	-	5.094413235	1.803934047	0.001951622	0.095727719	-	-	-	NaN	-									
comp15530_c0_seq1	-	5.095810651	1.910875413	0.001313636	0.07553415	-	-	-	NaN	-									
comp17082_c0_seq1	-	5.102884605	3.530580335	2.31E-05	0.004954333	-	-	-	NaN	-									
comp40101_c0_seq1	-	5.157978952	2.543557129	0.000309011	0.030182135	-	-	-	NaN	-									
comp18932_c0_seq2	-	5.175897289	2.244950768	0.000779749	0.055488423	-	-	-	NaN	-									
comp7987_c0_seq1	-	5.204239942	3.024083831	0.000866551	0.059402463	-	-	-	NaN	-									
comp7709_c0_seq1	-	5.204365034	2.464173971	0.001859877	0.092556842	-	-	-	NaN	-									
comp22175_c0_seq1	-	5.230989637	2.212064628	0.000278793	0.028455324	-	-	-	NaN	-									
comp16336_c0_seq1	-	5.234224021	2.49444104	0.000148794	0.018682526	-	-	-	NaN	-									
comp18588_c0_seq1	-	5.272830428	3.074853826	3.54E-05	0.006802661	-	-	-	NaN	-									
comp48799_c0_seq1	-	5.277388035	1.911448404	0.00129179	0.075381057	-	-	-	NaN	-									
comp28222_c0_seq1	-	5.277470856	3.919057629	3.58E-05	0.006864742	-	-	-	NaN	-									
comp46705_c0_seq1	-	5.291216956	1.957054489	0.000656861	0.049997295	-	-	-	NaN	-									
comp26495_c0_seq1	-	5.297297654	1.565976019	0.002087441	0.098509624	-	-	-	NaN	-									
comp37070_c0_seq1	-	5.30106039	2.032026374	0.000663055	0.050179758	-	-	-	NaN	-									
comp37802_c0_seq1	-	5.30106039	1.855385602	0.002019285	0.097354512	-	-	-	NaN	-									
comp41622_c0_seq1	-	5.328963838	1.866164092	0.002019533	0.097354512	-	-	-	NaN	-									
comp36347_c0_seq1	-	5.331346039	1.539202413	0.001881715	0.093423096	-	-	-	NaN	-									
comp40750_c0_seq1	-	5.34614423	1.784865842	0.00203361	0.097731287	-	-	-	NaN	-									
comp37435_c0_seq1	-	5.354126923	1.735320693	0.001582281	0.084348196	-	-	-	NaN	-									
comp39735_c0_seq1	-	5.363923447	4.355369761	0.000279272	0.028455324	-	-	-	NaN	-									
comp21322_c0_seq1	-	5.377813356	1.616080313	0.001586051	0.084348566	-	-	-	NaN	-									
comp22648_c0_seq1	-	5.387631207	2.240274247	0.000227496	0.02492752	-	-	-	NaN	-									
comp38223_c0_seq1	-	5.410697353	1.819546735	0.000606901	0.047650726	-	-	-	NaN	-									
comp12112_c0_seq1	-	5.424050542	1.838579531	0.001311528	0.07553415	-	-	-	NaN	-									
comp45223_c0_seq1	-	5.44825241	2.025173608	0.000881972	0.060183484	-	-	-	NaN	-									
comp8179_c0_seq1	-	5.477108883	2.362791118	0.000785583	0.055814965	-	-	-	NaN	-									
comp18903_c0_seq1	-	5.498073774	1.727620456	0.000816529	0.057487209	-	-	-	NaN	-									
comp39868_c0_seq1	-	5.518595632	2.080781726	0.000716251	0.052727357	-	-	-	NaN	-									
comp22632_c1_seq1	-	5.529154484	1.8174697	0.000945151	0.062497071	-	-	-	NaN	-									
comp16357_c0_seq1	-	5.584316166	2.518597142	0.000596021	0.047209946	-	-	-	NaN	-									
comp25491_c0_seq1	-	5.589704981	3.166463347	0.000971304	0.063455842	-	-	-	NaN	-									
comp5961_c0_seq1	-	5.599001291	1.833699928	0.00096326	0.06315621	-	-	-	NaN	-									
comp35792_c0_seq1	-	5.606028352	3.502626112	4.35E-05	0.007866227	-	-	-	NaN	-									
comp21863_c0_seq1	-	5.608778329	1.721494515	0.000886914	0.060223462	-	-	-	NaN	-									
comp23127_c1_seq1	-	5.619952179	2.064010698	0.000184305	0.021406157	-	-	-	NaN	-									
comp15061_c0_seq1	-	5.663618469	3.130307849	2.76E-05	0.005620915	-	-	-	NaN	-									
comp14369_c0_seq1	-	5.663801748	1.620059826	0.001891442	0.093677692	-	-	-	NaN	-									
comp44803_c0_seq1	-	5.674098029	1.549978817	0.001715242	0.088100563	-	-	-	NaN	-									
comp26131_c0_seq2	-	5.702204613	3.258309116	6.28E-05	0.010161228	-	-	-	NaN	-									
comp5896_c0_seq1	-	5.70563659	2.084345259	0.000227407	0.02492752	-	-	-	NaN	-									
comp43303_c0_seq1	-	5.712262141	1.872062259	0.001754725	0.089192558	-	-	-	NaN	-									
comp16352_c0_seq1	-	5.735654012	2.297757194	0.000254409	0.026773891	-	-	-	NaN	-									
comp5880_c0_seq1	-	5.748663411	2.223266286	0.001918273	0.094547268	-	-	-	NaN	-									
comp40244_c0_seq1	-	5.749485346	3.015215549	0.000122017	0.016089026	-	-	-	NaN	-									
comp22113_c1_seq2	-	5.75800823	2.359495114	8.05E-05	0.012313934	-	-	-	NaN	-									
comp7787_c0_seq1	-	5.76880273	2.039709729	0.000316589	0.030721466	-	-	-	NaN	-									
comp43986_c0_seq1	-	5.771708338	1.521444134	0.002062654	0.09825164	-	-	-	NaN	-									
comp49839_c0_seq1	-	5.781279865	1.522030285	0.001860138	0.092556842	-	-	-	NaN	-									
comp42859_c0_seq1	-	5.800234495	1.559471626	0.002080263	0.098481871	-	-	-	NaN	-									
comp44959_c0_seq1	-	5.800234495	1.559474094	0.002082898	0.098502253	-	-	-	NaN	-									
comp22496_c0_seq2	-	5.812438405	2.015638861	0.000181311	0.021168102	-	-	-	NaN	-									
