	contig	logFC	logCPM	p-value	FDR	e-value	bitscore_x	Name	Unnamed: 0	db	entry	entryname	percent-id	align-length	mismatch	gap-opens	q.start	q.end	s.start	s.end	eval	bitscore_y	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs
835	TRINITY_DN166989_c0_g1_i1	-4.38588244053754	6.04492111514738	0.0698136495233646	1																													
836	TRINITY_DN19203_c0_g1_i1	-4.38588241886732	6.04492111514738	0.0698143460251777	1																													
837	TRINITY_DN17514_c1_g1_i2	-4.38588120449947	6.04492111514738	0.0698534008162665	1																													
838	TRINITY_DN9865_c1_g2_i1	-4.38642199680703	6.04560113160882	0.0698822562135892	1																													
839	TRINITY_DN15998_c2_g1_i4	-4.3858799301156095	6.04492111514738	0.0698944361863055	1																													
840	TRINITY_DN163490_c0_g1_i1	-4.38587983080284	6.04492111514738	0.069897636245444	1				63000.0	sp	Q6ZV73	FGD6_HUMAN	60.81100000000001	74.0	29.0	0.0	12.0	233.0	1212.0	1285.0	9.32e-25	100.0	Q6ZV73	FGD6_HUMAN	reviewed	FYVE, RhoGEF and PH domain-containing protein 6 (Zinc finger FYVE domain-containing protein 24)	FGD6 KIAA1362 ZFYVE24	Homo sapiens (Human)	1430.0	actin cytoskeleton organization [GO:0030036]; cytoskeleton organization [GO:0007010]; filopodium assembly [GO:0046847]; regulation of cell shape [GO:0008360]; regulation of GTPase activity [GO:0043087]; regulation of Rho protein signal transduction [GO:0035023]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; ruffle [GO:0001726]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; ruffle [GO:0001726]; guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; small GTPase binding [GO:0031267]; actin cytoskeleton organization [GO:0030036]; cytoskeleton organization [GO:0007010]; filopodium assembly [GO:0046847]; regulation of cell shape [GO:0008360]; regulation of GTPase activity [GO:0043087]; regulation of Rho protein signal transduction [GO:0035023]	guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; small GTPase binding [GO:0031267]	GO:0001726; GO:0005085; GO:0005089; GO:0005737; GO:0005794; GO:0005856; GO:0007010; GO:0008360; GO:0030027; GO:0030036; GO:0031267; GO:0035023; GO:0043087; GO:0046847; GO:0046872
841	TRINITY_DN16442_c1_g1_i1	-4.38587981660006	6.04492111514738	0.0698980939137235	1																													
842	TRINITY_DN15776_c0_g1_i1	-4.38587798912282	6.04492111514738	0.0699570359120465	1																													
843	TRINITY_DN157150_c0_g1_i1	-4.38587708472023	6.04492111514738	0.06998624523916	1																													
844	TRINITY_DN14865_c0_g3_i1	-4.38587653597507	6.04492111514738	0.0700039807127266	1																													
845	TRINITY_DN15378_c0_g1_i1	-4.3858763792260405	6.04492111514738	0.0700090486195396	1																													
846	TRINITY_DN15372_c0_g1_i1	-4.38587601759566	6.04492111514738	0.0700207436167778	1																													
847	TRINITY_DN15138_c0_g2_i1	-4.38587601141843	6.04492111514738	0.0700209434225519	1				11883.0	sp	Q5XG64	EMRE_XENLA	62.745	51.0	19.0	0.0	939.0	787.0	41.0	91.0	3.46e-13	68.6	Q5XG64	EMRE_XENLA	reviewed	Essential MCU regulator, mitochondrial (Single-pass membrane protein with aspartate-rich tail 1, mitochondrial)	smdt1 emre	Xenopus laevis (African clawed frog)	97.0	calcium import into the mitochondrion [GO:0036444]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transmembrane transport [GO:0006851]	integral component of mitochondrial inner membrane [GO:0031305]; uniplex complex [GO:1990246]	integral component of mitochondrial inner membrane [GO:0031305]; uniplex complex [GO:1990246]; calcium import into the mitochondrion [GO:0036444]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transmembrane transport [GO:0006851]		GO:0006851; GO:0031305; GO:0036444; GO:0051560; GO:1990246
848	TRINITY_DN14674_c0_g1_i1	-4.38587561975276	6.04492111514738	0.0700336145536154	1																													
849	TRINITY_DN14703_c0_g1_i1	-4.3858752815115	6.04492111514738	0.0700445612596062	1				6811.0	sp	P51643	ARF1_XENLA	77.987	159.0	35.0	0.0	1.0	477.0	23.0	181.0	6.2e-88	265.0	P51643	ARF1_XENLA	reviewed	ADP-ribosylation factor 1	arf1	Xenopus laevis (African clawed frog)	181.0	protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]	Golgi apparatus [GO:0005794]	Golgi apparatus [GO:0005794]; GTP binding [GO:0005525]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]	GTP binding [GO:0005525]	GO:0005525; GO:0005794; GO:0015031; GO:0016192
850	TRINITY_DN130637_c0_g1_i1	-4.3858721063438795	6.04492111514738	0.0701475002243488	1																													
851	TRINITY_DN13344_c0_g1_i1	-4.38587160532553	6.04492111514738	0.0701637728703392	1																													
852	TRINITY_DN130107_c0_g1_i1	-4.38587157685169	6.04492111514738	0.0701646979191603	1																													
853	TRINITY_DN13392_c0_g2_i1	-4.38587049754003	6.04492111514738	0.0701997815247062	1																													
854	TRINITY_DN13377_c0_g1_i1	-4.38586976320435	6.04492111514738	0.0702236729958746	1																													
855	TRINITY_DN122522_c0_g1_i1	-4.3858662912100295	6.04492111514738	0.0703368699675289	1																													
856	TRINITY_DN118531_c0_g1_i1	-4.3858661242124395	6.04492111514738	0.0703423244209125	1																													
857	TRINITY_DN110840_c0_g1_i1	-4.38586121091025	6.04492111514738	0.0705032084069253	1																													
858	TRINITY_DN10723_c0_g2_i1	-4.38586106199286	6.04492111514738	0.0705080969462589	1				22615.0	sp	Q27958	DPOLB_BOVIN	61.333	225.0	82.0	2.0	1418.0	753.0	112.0	334.0	4.669999999999998e-95	293.0	Q27958	DPOLB_BOVIN	reviewed	DNA polymerase beta (EC 2.7.7.7) (EC 4.2.99.-)	POLB	Bos taurus (Bovine)	335.0	base-excision repair [GO:0006284]; cellular response to DNA damage stimulus [GO:0006974]; DNA-dependent DNA replication [GO:0006261]; double-strand break repair via nonhomologous end joining [GO:0006303]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]; base-excision repair [GO:0006284]; cellular response to DNA damage stimulus [GO:0006974]; DNA-dependent DNA replication [GO:0006261]; double-strand break repair via nonhomologous end joining [GO:0006303]	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]	GO:0003677; GO:0003887; GO:0005634; GO:0005737; GO:0006261; GO:0006284; GO:0006303; GO:0006974; GO:0016829; GO:0046872
859	TRINITY_DN10754_c0_g1_i1	-4.38586088516286	6.04492111514738	0.070513902720423	1																													
860	TRINITY_DN102359_c0_g1_i1	-4.38585853725996	6.04492111514738	0.0705910873910925	1																													
861	TRINITY_DN10035_c0_g1_i1	-4.3858549641197095	6.04492111514738	0.0707088979457133	1																													
862	TRINITY_DN21736_c0_g1_i1	-2.17369736459549	6.66531511988058	0.0724195997987274	1																													
863	TRINITY_DN5517_c1_g2_i1	-1.62726860822647	6.98760865137678	0.0728149129584173	1				40816.0	sp	Q96BI1	S22AI_HUMAN	39.571	326.0	185.0	5.0	4.0	963.0	75.0	394.0	5.72e-57	199.0	Q96BI1	S22AI_HUMAN	reviewed	Solute carrier family 22 member 18 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene A protein) (Efflux transporter-like protein) (Imprinted multi-membrane-spanning polyspecific transporter-related protein 1) (Organic cation transporter-like protein 2) (ORCTL-2) (Solute carrier family 22 member 1-like) (Tumor-suppressing STF cDNA 5 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 5 protein) (p45-Beckwith-Wiedemann region 1 A) (p45-BWR1A)	SLC22A18 BWR1A BWSCR1A HET IMPT1 ITM ORCTL2 SLC22A1L TSSC5	Homo sapiens (Human)	424.0	excretion [GO:0007588]; organic cation transport [GO:0015695]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]; xenobiotic transport [GO:0042908]	apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; plasma membrane [GO:0005886]	apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; plasma membrane [GO:0005886]; symporter activity [GO:0015293]; transmembrane transporter activity [GO:0022857]; ubiquitin protein ligase binding [GO:0031625]; excretion [GO:0007588]; organic cation transport [GO:0015695]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]; xenobiotic transport [GO:0042908]	symporter activity [GO:0015293]; transmembrane transporter activity [GO:0022857]; ubiquitin protein ligase binding [GO:0031625]	GO:0005635; GO:0005737; GO:0005886; GO:0005887; GO:0007588; GO:0015293; GO:0015695; GO:0016020; GO:0016021; GO:0016324; GO:0022857; GO:0031625; GO:0042908; GO:1990961
864	TRINITY_DN7169_c0_g2_i1	1.65354747148067	6.990191612991571	0.0741033995852884	1				48047.0	sp	O14733	MP2K7_HUMAN	57.24800000000001	407.0	164.0	5.0	1762.0	563.0	3.0	406.0	2.439999999999999e-158	462.0	O14733	MP2K7_HUMAN	reviewed	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	Homo sapiens (Human)	419.0	activation of JUN kinase activity [GO:0007257]; activation of MAPK activity [GO:0000187]; activation of protein kinase activity [GO:0032147]; apoptotic process [GO:0006915]; Fc-epsilon receptor signaling pathway [GO:0038095]; JNK cascade [GO:0007254]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance via telomerase [GO:0032212]; positive regulation of transcription, DNA-templated [GO:0045893]; response to heat [GO:0009408]; response to osmotic stress [GO:0006970]; response to tumor necrosis factor [GO:0034612]; response to UV [GO:0009411]; signal transduction [GO:0007165]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated MAPK cascade [GO:0051403]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; enzyme binding [GO:0019899]; JUN kinase kinase activity [GO:0008545]; magnesium ion binding [GO:0000287]; MAP kinase kinase activity [GO:0004708]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; activation of JUN kinase activity [GO:0007257]; activation of MAPK activity [GO:0000187]; activation of protein kinase activity [GO:0032147]; apoptotic process [GO:0006915]; Fc-epsilon receptor signaling pathway [GO:0038095]; JNK cascade [GO:0007254]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance via telomerase [GO:0032212]; positive regulation of transcription, DNA-templated [GO:0045893]; response to heat [GO:0009408]; response to osmotic stress [GO:0006970]; response to tumor necrosis factor [GO:0034612]; response to UV [GO:0009411]; signal transduction [GO:0007165]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated MAPK cascade [GO:0051403]	ATP binding [GO:0005524]; enzyme binding [GO:0019899]; JUN kinase kinase activity [GO:0008545]; magnesium ion binding [GO:0000287]; MAP kinase kinase activity [GO:0004708]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]	GO:0000187; GO:0000287; GO:0004674; GO:0004708; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006915; GO:0006970; GO:0007165; GO:0007254; GO:0007257; GO:0008545; GO:0009408; GO:0009411; GO:0019899; GO:0019901; GO:0019903; GO:0023014; GO:0032147; GO:0032212; GO:0034612; GO:0038095; GO:0045893; GO:0051403; GO:0051973; GO:0070374; GO:1904355
865	TRINITY_DN21987_c0_g2_i1	2.7349065581616	6.433910615981901	0.0750568288085615	1																													
866	TRINITY_DN6864_c0_g2_i1	2.73302462241783	6.43452592050024	0.0750706150120759	1				23831.0	sp	A8TX70	CO6A5_HUMAN	27.431	401.0	258.0	12.0	1536.0	355.0	430.0	804.0	3.12e-24	111.0	A8TX70	CO6A5_HUMAN	reviewed	Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)	COL6A5 COL29A1 VWA4	Homo sapiens (Human)	2615.0	cell adhesion [GO:0007155]	collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular region [GO:0005576]	collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; cell adhesion [GO:0007155]	extracellular matrix structural constituent conferring tensile strength [GO:0030020]	GO:0005576; GO:0005581; GO:0007155; GO:0030020; GO:0062023
867	TRINITY_DN6864_c0_g2_i1	2.73302462241783	6.43452592050024	0.0750706150120759	1				23832.0	sp	A8TX70	CO6A5_HUMAN	26.209	393.0	251.0	19.0	1500.0	358.0	628.0	993.0	2.99e-19	96.3	A8TX70	CO6A5_HUMAN	reviewed	Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)	COL6A5 COL29A1 VWA4	Homo sapiens (Human)	2615.0	cell adhesion [GO:0007155]	collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular region [GO:0005576]	collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; cell adhesion [GO:0007155]	extracellular matrix structural constituent conferring tensile strength [GO:0030020]	GO:0005576; GO:0005581; GO:0007155; GO:0030020; GO:0062023
868	TRINITY_DN6864_c0_g2_i1	2.73302462241783	6.43452592050024	0.0750706150120759	1				23833.0	sp	A8TX70	CO6A5_HUMAN	31.088	193.0	114.0	10.0	909.0	349.0	442.0	621.0	2.26e-11	70.9	A8TX70	CO6A5_HUMAN	reviewed	Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)	COL6A5 COL29A1 VWA4	Homo sapiens (Human)	2615.0	cell adhesion [GO:0007155]	collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular region [GO:0005576]	collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; cell adhesion [GO:0007155]	extracellular matrix structural constituent conferring tensile strength [GO:0030020]	GO:0005576; GO:0005581; GO:0007155; GO:0030020; GO:0062023
869	TRINITY_DN8695_c0_g1_i1	2.7330236515400896	6.43452592050024	0.0751126492079276	1																													
870	TRINITY_DN12472_c0_g2_i2	2.73302270075313	6.43452592050024	0.0751538234909383	1																													
871	TRINITY_DN69999_c0_g1_i1	-4.64193756051116	6.1533596991713795	0.0752183562490591	1				47450.0	sp	P51029	WNT8B_DANRE	39.831	236.0	127.0	4.0	119.0	820.0	1.0	223.0	3.9999999999999995e-54	182.0	P51029	WNT8B_DANRE	reviewed	Protein Wnt-8b	wnt8b wnt-8b	Danio rerio (Zebrafish) (Brachydanio rerio)	358.0	canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; commissural neuron axon guidance [GO:0071679]; embryonic pattern specification [GO:0009880]; eye development [GO:0001654]; eye field cell fate commitment involved in camera-type eye formation [GO:0060898]; forebrain development [GO:0030900]; forebrain neuron differentiation [GO:0021879]; hypothalamus development [GO:0021854]; negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway [GO:0022002]; neuron differentiation [GO:0030182]; otic placode formation [GO:0043049]; sensory epithelium regeneration [GO:0070654]; Wnt signaling pathway [GO:0016055]	extracellular space [GO:0005615]	extracellular space [GO:0005615]; frizzled binding [GO:0005109]; canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; commissural neuron axon guidance [GO:0071679]; embryonic pattern specification [GO:0009880]; eye development [GO:0001654]; eye field cell fate commitment involved in camera-type eye formation [GO:0060898]; forebrain development [GO:0030900]; forebrain neuron differentiation [GO:0021879]; hypothalamus development [GO:0021854]; negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway [GO:0022002]; neuron differentiation [GO:0030182]; otic placode formation [GO:0043049]; sensory epithelium regeneration [GO:0070654]; Wnt signaling pathway [GO:0016055]	frizzled binding [GO:0005109]	GO:0001654; GO:0005109; GO:0005615; GO:0009880; GO:0016055; GO:0021854; GO:0021879; GO:0022002; GO:0030182; GO:0030900; GO:0043049; GO:0045165; GO:0060070; GO:0060898; GO:0070654; GO:0071679
872	TRINITY_DN694_c0_g1_i1	-4.6419390120496296	6.1533596991713795	0.0752506955713373	1																													
873	TRINITY_DN6786_c2_g4_i1	-4.64194109893192	6.1533596991713795	0.0752972326089035	1																													
874	TRINITY_DN2681_c0_g2_i1	-4.641941609388731	6.1533596991713795	0.07530862335780099	1																													
875	TRINITY_DN26064_c0_g2_i1	-4.64194173644876	6.1533596991713795	0.0753114591475933	1																													
876	TRINITY_DN25235_c0_g1_i3	-4.64194383471487	6.1533596991713795	0.07535831635417599	1				23396.0	sp	P79769	TSN_CHICK	75.714	70.0	17.0	0.0	36.0	245.0	148.0	217.0	4.07e-31	115.0	P79769	TSN_CHICK	reviewed	Translin (EC 3.1.-.-) (Component 3 of promoter of RISC) (C3PO)	TSN	Gallus gallus (Chicken)	229.0		cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; endoribonuclease activity [GO:0004521]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]	endoribonuclease activity [GO:0004521]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; single-stranded DNA binding [GO:0003697]	GO:0003697; GO:0003723; GO:0004521; GO:0005634; GO:0005737; GO:0043565
877	TRINITY_DN62380_c0_g1_i1	-4.64194492059539	6.1533596991713795	0.0753825856220239	1																													
878	TRINITY_DN3197_c0_g2_i2	-4.64194500318909	6.1533596991713795	0.0753844321388454	1				14979.0	sp	Q03410	SYCP1_RAT	30.415	217.0	151.0	0.0	418.0	1068.0	98.0	314.0	4.92e-15	84.3	Q03410	SYCP1_RAT	reviewed	Synaptonemal complex protein 1 (SCP-1)	Sycp1 Scp1	Rattus norvegicus (Rat)	997.0	cell division [GO:0051301]; protein homotetramerization [GO:0051289]; reciprocal meiotic recombination [GO:0007131]; synapsis [GO:0007129]; synaptonemal complex assembly [GO:0007130]	chromosome, centromeric region [GO:0000775]; nucleus [GO:0005634]; synaptonemal complex [GO:0000795]; transverse filament [GO:0000802]	chromosome, centromeric region [GO:0000775]; nucleus [GO:0005634]; synaptonemal complex [GO:0000795]; transverse filament [GO:0000802]; double-stranded DNA binding [GO:0003690]; cell division [GO:0051301]; protein homotetramerization [GO:0051289]; reciprocal meiotic recombination [GO:0007131]; synapsis [GO:0007129]; synaptonemal complex assembly [GO:0007130]	double-stranded DNA binding [GO:0003690]	GO:0000775; GO:0000795; GO:0000802; GO:0003690; GO:0005634; GO:0007129; GO:0007130; GO:0007131; GO:0051289; GO:0051301
879	TRINITY_DN415_c3_g1_i3	-4.6419455566066	6.1533596991713795	0.0753968067317165	1																													
880	TRINITY_DN4873_c0_g1_i2	-4.6419483632134195	6.1533596991713795	0.0754596181337799	1																													
881	TRINITY_DN21595_c0_g1_i1	-4.64194870119081	6.1533596991713795	0.0754671881909835	1				33127.0	sp	Q2PZL6	FAT4_MOUSE	38.614	101.0	48.0	5.0	51.0	317.0	3868.0	3966.0	2.07e-11	68.2	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981.0	branching involved in ureteric bud morphogenesis [GO:0001658]; cell-cell adhesion [GO:0098609]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor cell stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	apical part of cell [GO:0045177]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	apical part of cell [GO:0045177]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cell-cell adhesion [GO:0098609]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor cell stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	calcium ion binding [GO:0005509]	GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0005509; GO:0005886; GO:0007009; GO:0007156; GO:0007157; GO:0007219; GO:0008543; GO:0016021; GO:0021987; GO:0022008; GO:0035329; GO:0043931; GO:0045177; GO:0048565; GO:0060122; GO:0072006; GO:0072137; GO:0072307; GO:0098609
882	TRINITY_DN4607_c0_g2_i1	-4.641949001303769	6.1533596991713795	0.0754739112706163	1																													
883	TRINITY_DN3977_c0_g2_i3	-4.641949878849941	6.1533596991713795	0.0754935759258219	1																													
884	TRINITY_DN155823_c0_g1_i1	-4.6419848763567195	6.1533596991713795	0.0762851955641093	1																													
885	TRINITY_DN99865_c0_g1_i1	4.39852510924497	6.04696146675522	0.0764515338187157	1																													
886	TRINITY_DN9398_c0_g1_i1	4.39852510924497	6.04696146675522	0.0765358180628365	1				50137.0	sp	Q8N1D5	CA158_HUMAN	36.979	192.0	109.0	4.0	1111.0	539.0	14.0	194.0	5.26e-24	100.0	Q8N1D5	CA158_HUMAN	reviewed	Uncharacterized protein C1orf158	C1orf158	Homo sapiens (Human)	194.0					
887	TRINITY_DN15117_c0_g1_i1	-4.6419959813248495	6.1533596991713795	0.0765394223984324	1				11933.0	sp	Q8IY33	MILK2_HUMAN	64.286	98.0	35.0	0.0	713.0	420.0	6.0	103.0	2.15e-37	144.0	Q8IY33	MILK2_HUMAN	reviewed	MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2)	MICALL2 JRAB	Homo sapiens (Human)	904.0	actin cytoskeleton organization [GO:0030036]; actin cytoskeleton reorganization [GO:0031532]; actin filament polymerization [GO:0030041]; bicellular tight junction assembly [GO:0070830]; endocytic recycling [GO:0032456]; neuron projection development [GO:0031175]; positive regulation of protein targeting to mitochondrion [GO:1903955]; substrate adhesion-dependent cell spreading [GO:0034446]	bicellular tight junction [GO:0005923]; cell-cell junction [GO:0005911]; cytosol [GO:0005829]; filamentous actin [GO:0031941]; microtubule organizing center [GO:0005815]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; stress fiber [GO:0001725]	bicellular tight junction [GO:0005923]; cell-cell junction [GO:0005911]; cytosol [GO:0005829]; filamentous actin [GO:0031941]; microtubule organizing center [GO:0005815]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; stress fiber [GO:0001725]; actin filament binding [GO:0051015]; actinin binding [GO:0042805]; filamin binding [GO:0031005]; metal ion binding [GO:0046872]; Rab GTPase binding [GO:0017137]; actin cytoskeleton organization [GO:0030036]; actin cytoskeleton reorganization [GO:0031532]; actin filament polymerization [GO:0030041]; bicellular tight junction assembly [GO:0070830]; endocytic recycling [GO:0032456]; neuron projection development [GO:0031175]; positive regulation of protein targeting to mitochondrion [GO:1903955]; substrate adhesion-dependent cell spreading [GO:0034446]	actin filament binding [GO:0051015]; actinin binding [GO:0042805]; filamin binding [GO:0031005]; metal ion binding [GO:0046872]; Rab GTPase binding [GO:0017137]	GO:0001725; GO:0005815; GO:0005829; GO:0005886; GO:0005911; GO:0005923; GO:0017137; GO:0030036; GO:0030041; GO:0031005; GO:0031175; GO:0031532; GO:0031941; GO:0032456; GO:0034446; GO:0042805; GO:0043005; GO:0046872; GO:0051015; GO:0055037; GO:0070830; GO:1903955
888	TRINITY_DN9141_c0_g1_i1	4.39852510924497	6.04696146675522	0.0766017318108698	1				7913.0	sp	Q5XWD5	IF_CANLF	26.494	385.0	189.0	15.0	230.0	1240.0	66.0	404.0	8.58e-13	73.9	Q5XWD5	IF_CANLF	reviewed	Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF) (Pancreatic intrinsic factor)	CBLIF GIF	Canis lupus familiaris (Dog) (Canis familiaris)	417.0	cobalamin transport [GO:0015889]; cobalt ion transport [GO:0006824]	extracellular region [GO:0005576]	extracellular region [GO:0005576]; cobalamin binding [GO:0031419]; cobalamin transport [GO:0015889]; cobalt ion transport [GO:0006824]	cobalamin binding [GO:0031419]	GO:0005576; GO:0006824; GO:0015889; GO:0031419
889	TRINITY_DN8779_c1_g1_i5	4.39852510924497	6.04696146675522	0.0767041367270343	1				3152.0	sp	Q0P5B9	ANR39_BOVIN	47.541	183.0	86.0	3.0	39.0	587.0	9.0	181.0	7.279999999999997e-49	169.0	Q0P5B9	ANR39_BOVIN	reviewed	Ankyrin repeat domain-containing protein 39	ANKRD39	Bos taurus (Bovine)	183.0					
